  Current Time (s),Current Time (years),Pore Volume,Phase1-S1- Volume rate,Phase2-S1- Volume rate,Phase1-S1- Cumulative production,Phase2-S1- Cumulative production
 0.33696000000E+08,0.10684931507E+01,0.12030803138E+07,0.13939448576E-02,0.50749000509E-02,0.18694758795E+05,0.18995168584E+06
 0.34560000000E+08,0.10958904110E+01,0.12030803138E+07,0.14085003052E-02,0.50694986689E-02,0.19911703059E+05,0.19433173269E+06
 0.35424000000E+08,0.11232876712E+01,0.12030803138E+07,0.14216420590E-02,0.50647843356E-02,0.21140001798E+05,0.19870770635E+06
 0.36288000000E+08,0.11506849315E+01,0.12030803138E+07,0.14411143330E-02,0.50594384448E-02,0.22385124581E+05,0.20307906117E+06
 0.37152000000E+08,0.11780821918E+01,0.12030803138E+07,0.14543719748E-02,0.50577033442E-02,0.23641701968E+05,0.20744891686E+06
 0.38016000000E+08,0.12054794521E+01,0.12030803138E+07,0.14681273587E-02,0.50542241881E-02,0.24910164006E+05,0.21181576656E+06
 0.38880000000E+08,0.12328767123E+01,0.12030803138E+07,0.14838489886E-02,0.50557441380E-02,0.26192209532E+05,0.21618392949E+06
 0.39744000000E+08,0.12602739726E+01,0.12030803138E+07,0.14959291127E-02,0.50561141842E-02,0.27484692285E+05,0.22055241215E+06
 0.40608000000E+08,0.12876712329E+01,0.12030803138E+07,0.15096120722E-02,0.50589384894E-02,0.28788997115E+05,0.22492333500E+06
 0.41472000000E+08,0.13150684932E+01,0.12030803138E+07,0.15215597918E-02,0.50595843159E-02,0.30103624776E+05,0.22929481585E+06
 0.42336000000E+08,0.13424657534E+01,0.12030803138E+07,0.15329689685E-02,0.50621973862E-02,0.31428109964E+05,0.23366855439E+06
 0.43200000000E+08,0.13698630137E+01,0.12030803138E+07,0.15479067681E-02,0.50876476583E-02,0.32765501412E+05,0.23806428197E+06
 0.44064000000E+08,0.13972602740E+01,0.12030803138E+07,0.15530317137E-02,0.50672622752E-02,0.34107320813E+05,0.24244239658E+06
 0.44928000000E+08,0.14246575342E+01,0.12030803138E+07,0.15681346877E-02,0.50938937194E-02,0.35462189183E+05,0.24684352075E+06
 0.45792000000E+08,0.14520547945E+01,0.12030803138E+07,0.15761958929E-02,0.50737402573E-02,0.36824022434E+05,0.25122723233E+06
 0.46656000000E+08,0.14794520548E+01,0.12030803138E+07,0.15875007137E-02,0.50773352090E-02,0.38195623051E+05,0.25561404995E+06
 0.47520000000E+08,0.15068493151E+01,0.12030803138E+07,0.15951023673E-02,0.50808501850E-02,0.39573791496E+05,0.26000390451E+06
 0.48384000000E+08,0.15342465753E+01,0.12030803138E+07,0.16056005847E-02,0.50836507746E-02,0.40961030401E+05,0.26439617878E+06
 0.49248000000E+08,0.15616438356E+01,0.12030803138E+07,0.16153681725E-02,0.50893248502E-02,0.42356708503E+05,0.26879335545E+06
 0.50112000000E+08,0.15890410959E+01,0.12030803138E+07,0.16224039942E-02,0.50952667039E-02,0.43758465553E+05,0.27319566589E+06
 0.50976000000E+08,0.16164383562E+01,0.12030803138E+07,0.16323800018E-02,0.51015650552E-02,0.45168841875E+05,0.27760341809E+06
 0.51840000000E+08,0.16438356164E+01,0.12030803138E+07,0.16411188955E-02,0.51079766636E-02,0.46586768601E+05,0.28201670993E+06
 0.52704000000E+08,0.16712328767E+01,0.12030803138E+07,0.16493757762E-02,0.51138456013E-02,0.48011829271E+05,0.28643507253E+06
 0.53568000000E+08,0.16986301370E+01,0.12030803138E+07,0.16562551405E-02,0.51187302064E-02,0.49442833713E+05,0.29085765543E+06
 0.54432000000E+08,0.17260273973E+01,0.12030803138E+07,0.16650738986E-02,0.51235493693E-02,0.50881457561E+05,0.29528440208E+06
 0.55296000000E+08,0.17534246575E+01,0.12030803138E+07,0.16792847582E-02,0.51532774845E-02,0.52332359592E+05,0.29973683383E+06
 0.56160000000E+08,0.17808219178E+01,0.12030803138E+07,0.16879619506E-02,0.51565939730E-02,0.53790758718E+05,0.30419213102E+06
 0.57024000000E+08,0.18082191781E+01,0.12030803138E+07,0.16886203584E-02,0.51576091950E-02,0.55249726707E+05,0.30864830537E+06
 0.57888000000E+08,0.18356164384E+01,0.12030803138E+07,0.17022300801E-02,0.51667817401E-02,0.56720453496E+05,0.31311240479E+06
 0.58752000000E+08,0.18630136986E+01,0.12030803138E+07,0.17034267591E-02,0.51767534561E-02,0.58192214216E+05,0.31758511978E+06
 0.59616000000E+08,0.18904109589E+01,0.12030803138E+07,0.17147701832E-02,0.51822090597E-02,0.59673775655E+05,0.32206254840E+06
 0.60480000000E+08,0.19178082192E+01,0.12030803138E+07,0.17151807727E-02,0.51941873287E-02,0.61155691842E+05,0.32655032626E+06
 0.61344000000E+08,0.19452054795E+01,0.12030803138E+07,0.17182189086E-02,0.51720334798E-02,0.62640232979E+05,0.33101896318E+06
 0.62208000000E+08,0.19726027397E+01,0.12030803138E+07,0.17241958489E-02,0.51832128100E-02,0.64129938193E+05,0.33549725905E+06
 0.63072000000E+08,0.20000000000E+01,0.12030803138E+07,0.17296773285E-02,0.51933240982E-02,0.65624379405E+05,0.33998429107E+06
 0.63936000000E+08,0.20273972603E+01,0.12030803138E+07,0.17352370505E-02,0.52041542440E-02,0.67123624216E+05,0.34448068034E+06
 0.64800000000E+08,0.20547945205E+01,0.12030803138E+07,0.17380607662E-02,0.52442461141E-02,0.68625308718E+05,0.34901170898E+06
 0.65664000000E+08,0.20821917808E+01,0.12030803138E+07,0.17744824388E-02,0.52241036709E-02,0.70158461545E+05,0.35352533455E+06
 0.66528000000E+08,0.21095890411E+01,0.12030803138E+07,0.18215838164E-02,0.51688445141E-02,0.71732309963E+05,0.35799121621E+06
 0.67392000000E+08,0.21369863014E+01,0.12030803138E+07,0.18649380256E-02,0.51327297940E-02,0.73343616417E+05,0.36242589475E+06
 0.68256000000E+08,0.21643835616E+01,0.12030803138E+07,0.19184224293E-02,0.51290059687E-02,0.75001133396E+05,0.36685735591E+06
 0.69120000000E+08,0.21917808219E+01,0.12030803138E+07,0.19374882818E-02,0.50884185981E-02,0.76675123271E+05,0.37125374958E+06
 0.69984000000E+08,0.22191780822E+01,0.12030803138E+07,0.19822492212E-02,0.51026976613E-02,0.78387786598E+05,0.37566248036E+06
 0.70848000000E+08,0.22465753425E+01,0.12030803138E+07,0.20038137639E-02,0.50563779891E-02,0.80119081690E+05,0.38003119094E+06
 0.71712000000E+08,0.22739726027E+01,0.12030803138E+07,0.20695095972E-02,0.50527155505E-02,0.81907137982E+05,0.38439673718E+06
 0.72576000000E+08,0.23013698630E+01,0.12030803138E+07,0.21039600026E-02,0.49893952020E-02,0.83724959424E+05,0.38870757463E+06
 0.73440000000E+08,0.23287671233E+01,0.12030803138E+07,0.21630705791E-02,0.49616038439E-02,0.85593852405E+05,0.39299440035E+06
 0.74304000000E+08,0.23561643836E+01,0.12030803138E+07,0.22316660515E-02,0.49323291649E-02,0.87522011873E+05,0.39725593275E+06
 0.75168000000E+08,0.23835616438E+01,0.12030803138E+07,0.22683874191E-02,0.48775879721E-02,0.89481898603E+05,0.40147016876E+06
 0.76032000000E+08,0.24109589041E+01,0.12030803138E+07,0.23212025103E-02,0.48458021464E-02,0.91487417572E+05,0.40565694181E+06
 0.76896000000E+08,0.24383561644E+01,0.12030803138E+07,0.23666526089E-02,0.48113514120E-02,0.93532205426E+05,0.40981394943E+06
 0.77760000000E+08,0.24657534247E+01,0.12030803138E+07,0.24086491586E-02,0.47858134000E-02,0.95613278299E+05,0.41394889221E+06
 0.78624000000E+08,0.24931506849E+01,0.12030803138E+07,0.24456372672E-02,0.47598520152E-02,0.97726308898E+05,0.41806140435E+06
 0.79488000000E+08,0.25205479452E+01,0.12030803138E+07,0.24812502604E-02,0.47420424888E-02,0.99870109123E+05,0.42215852906E+06
 0.80352000000E+08,0.25479452055E+01,0.12030803138E+07,0.25364453101E-02,0.47374095746E-02,0.10206159787E+06,0.42625165094E+06
 0.81216000000E+08,0.25753424658E+01,0.12030803138E+07,0.25634023031E-02,0.47187599966E-02,0.10427637746E+06,0.43032865957E+06
 0.82080000000E+08,0.26027397260E+01,0.12030803138E+07,0.25781081325E-02,0.46810876520E-02,0.10650386289E+06,0.43437311930E+06
 0.82944000000E+08,0.26301369863E+01,0.12030803138E+07,0.26174616448E-02,0.46681390065E-02,0.10876534975E+06,0.43840639141E+06
 0.83808000000E+08,0.26575342466E+01,0.12030803138E+07,0.26789277908E-02,0.46550469892E-02,0.11107994336E+06,0.44242835200E+06
 0.84672000000E+08,0.26849315068E+01,0.12030803138E+07,0.27628523781E-02,0.45873357546E-02,0.11346704781E+06,0.44639181010E+06
 0.85536000000E+08,0.27123287671E+01,0.12030803138E+07,0.28544384967E-02,0.44709238078E-02,0.11593328268E+06,0.45025468827E+06
 0.86400000000E+08,0.27397260274E+01,0.12030803138E+07,0.30089965182E-02,0.43497061998E-02,0.11853305567E+06,0.45401283442E+06
